contig	cov_mean_sample_C13.sorted	cov_mean_sample_C1.sorted	cov_mean_sample_C27.sorted	cov_mean_sample_C32.sorted	cov_mean_sample_C45.sorted	cov_mean_sample_C51.sorted
k141_37895.concoct_part_0	0.000	0.000	1.731	0.000	0.000	0.000
k141_29151.concoct_part_0	0.000	0.000	0.000	2.529	0.000	0.000
k141_11744.concoct_part_0	0.952	0.000	0.000	0.109	0.595	0.000
k141_22606.concoct_part_0	1.506	0.000	0.000	0.000	0.075	0.000
k141_26955.concoct_part_0	2.107	0.000	0.000	0.000	0.000	0.000
k141_9387.concoct_part_0	0.217	0.139	0.000	0.036	3.170	0.040
k141_40055.concoct_part_0	0.000	0.000	2.295	0.000	0.000	0.000
k141_33526.concoct_part_0	0.000	0.000	1.800	0.000	0.570	0.000
k141_16143.concoct_part_0	1.800	1.582	0.000	0.268	0.000	0.102
k141_31317.concoct_part_0	0.000	0.000	1.320	0.000	0.000	0.000
k141_11745.concoct_part_0	0.000	0.000	0.000	0.000	0.888	1.332
k141_2964.concoct_part_0	0.000	0.000	3.122	0.000	0.707	0.000
k141_26956.concoct_part_0	0.000	0.000	1.419	0.000	0.000	0.000
k141_48753.concoct_part_0	0.000	0.000	1.854	0.000	0.000	0.000
k141_29152.concoct_part_0	0.000	0.000	1.632	0.000	0.000	0.000
k141_31318.concoct_part_0	0.000	1.140	0.000	0.000	0.000	0.000
k141_22607.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.894
k141_40056.concoct_part_0	2.396	0.000	0.000	0.000	0.000	0.000
k141_20378.concoct_part_0	0.000	1.791	0.000	0.000	0.588	0.097
k141_11746.concoct_part_0	0.000	2.044	0.000	0.000	0.000	0.000
k141_48754.concoct_part_0	0.000	0.000	0.000	0.000	0.755	0.891
k141_31319.concoct_part_0	1.907	0.000	0.000	0.502	0.000	0.000
k141_16144.concoct_part_0	2.785	0.164	0.000	0.549	0.000	0.000
k141_5082.concoct_part_0	0.000	1.423	0.000	0.150	1.419	0.345
k141_29153.concoct_part_0	0.000	0.000	1.116	0.000	0.000	0.000
k141_20379.concoct_part_0	1.567	0.000	0.000	0.000	0.000	0.000
k141_11747.concoct_part_0	0.000	0.730	0.000	0.000	1.079	0.000
k141_40057.concoct_part_0	0.000	0.000	2.501	0.000	0.000	0.000
k141_22608.concoct_part_0	0.731	0.000	0.000	0.000	1.587	0.000
k141_24823.concoct_part_0	2.190	0.110	0.000	1.331	0.000	0.105
k141_33527.concoct_part_0	1.044	1.203	0.000	0.000	0.280	0.785
k141_5083.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.630
k141_35720.concoct_part_0	0.619	1.431	0.000	0.000	0.429	1.230
k141_48755.concoct_part_0	0.000	1.856	0.000	0.000	0.000	0.000
k141_20380.concoct_part_0	0.000	1.410	0.000	0.000	0.000	0.000
k141_13963.concoct_part_0	2.716	0.401	0.000	0.706	0.000	0.000
k141_37896.concoct_part_0	2.463	0.000	0.000	0.000	0.000	0.000
k141_33528.concoct_part_0	0.000	2.081	0.000	0.000	0.000	0.000
k141_26957.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.678
k141_31320.concoct_part_0	0.000	0.000	0.000	3.528	0.000	0.000
k141_7330.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.062
k141_24824.concoct_part_0	0.000	0.000	1.982	0.000	0.000	0.000
k141_35721.concoct_part_0	0.000	0.000	0.000	0.000	1.224	0.000
k141_44409.concoct_part_0	0.000	0.238	2.874	0.000	1.018	0.000
k141_48756.concoct_part_0	0.000	2.181	0.000	0.000	0.000	0.000
k141_40058.concoct_part_0	2.046	0.615	0.000	0.572	0.000	0.000
k141_18032.concoct_part_0	0.000	1.763	0.000	0.657	0.546	0.121
k141_16145.concoct_part_0	0.885	0.594	0.000	1.070	0.000	0.000
k141_31321.concoct_part_0	0.660	0.414	0.000	0.732	0.000	0.000
k141_35722.concoct_part_0	0.000	0.000	1.735	0.000	0.000	0.000
k141_44410.concoct_part_0	0.000	0.447	2.063	0.000	0.000	0.000
k141_20381.concoct_part_0	0.727	2.068	0.000	0.000	0.000	0.000
k141_24825.concoct_part_0	0.000	0.000	1.393	0.000	0.000	0.000
k141_22609.concoct_part_0	0.000	0.000	0.000	3.018	0.000	0.000
k141_2965.concoct_part_0	0.000	2.350	0.000	0.000	0.702	0.596
k141_18033.concoct_part_0	1.847	0.000	0.000	0.000	0.000	0.000
k141_31322.concoct_part_0	2.893	0.000	0.000	0.000	0.000	0.249
k141_40059.concoct_part_0	0.000	0.000	1.768	0.000	0.000	0.000
k141_33529.concoct_part_0	1.600	0.000	0.000	0.000	0.000	0.125
k141_20382.concoct_part_0	0.000	0.000	0.728	0.000	0.452	0.000
k141_37897.concoct_part_0	0.000	0.000	0.000	2.357	0.000	0.000
k141_16146.concoct_part_0	2.454	0.000	0.000	0.823	0.000	0.000
k141_35723.concoct_part_0	0.000	0.000	2.153	0.000	0.000	0.000
k141_42278.concoct_part_0	0.029	0.053	0.000	0.000	3.208	0.000
k141_29154.concoct_part_0	3.460	0.000	0.000	0.194	0.000	0.000
k141_26958.concoct_part_0	0.000	0.000	0.000	0.000	2.083	0.000
k141_5084.concoct_part_0	3.130	0.000	0.000	0.000	0.000	0.000
k141_48757.concoct_part_0	0.000	0.000	1.868	0.674	0.209	0.000
k141_20383.concoct_part_0	0.000	0.000	0.000	0.000	2.738	0.000
k141_18034.concoct_part_0	1.333	0.000	0.000	0.000	0.000	0.000
k141_37898.concoct_part_0	0.000	0.000	0.000	0.000	2.455	0.000
k141_24826.concoct_part_0	0.000	0.000	0.000	2.922	0.000	0.000
k141_2966.concoct_part_0	0.000	0.000	2.766	0.726	0.000	0.000
k141_29155.concoct_part_0	4.765	0.000	0.000	0.000	0.000	0.561
k141_20384.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.942
k141_18035.concoct_part_0	0.000	0.000	2.088	0.000	0.000	0.000
k141_7331.concoct_part_0	0.000	1.806	0.000	0.000	0.000	0.000
k141_31323.concoct_part_0	3.115	0.000	0.000	0.192	0.000	0.000
k141_24827.concoct_part_0	1.889	0.000	0.000	0.408	0.000	0.000
k141_40060.concoct_part_0	0.000	1.988	0.000	0.058	0.600	0.000
k141_35724.concoct_part_0	0.000	2.150	0.000	0.000	1.662	0.136
k141_11748.concoct_part_0	1.367	0.518	0.000	0.559	0.915	0.145
k141_48758.concoct_part_0	0.000	0.000	2.231	0.000	0.000	0.000
k141_18036.concoct_part_0	0.000	0.000	0.000	0.000	1.902	0.000
k141_24828.concoct_part_0	0.000	0.000	0.000	3.043	0.000	0.000
k141_42279.concoct_part_0	3.890	0.000	0.000	0.000	0.000	0.000
k141_31324.concoct_part_0	0.000	0.000	0.000	0.000	2.379	1.234
k141_35725.concoct_part_0	0.770	0.514	0.000	0.000	0.683	0.711
k141_11749.concoct_part_0	0.000	0.487	0.000	0.000	1.461	0.000
k141_5085.concoct_part_0	0.195	0.473	0.000	0.413	1.598	0.175
k141_48759.concoct_part_0	0.676	1.199	0.000	0.000	0.000	0.402
k141_18037.concoct_part_0	0.000	0.627	0.000	0.000	0.627	0.000
k141_24829.concoct_part_0	2.005	0.000	0.000	0.000	0.715	0.000
k141_50927.concoct_part_0	0.421	0.110	2.858	0.000	0.632	0.056
k141_22610.concoct_part_0	1.908	0.337	0.000	0.000	0.940	0.000
k141_35726.concoct_part_0	1.117	0.000	0.000	1.036	0.000	0.734
k141_31325.concoct_part_0	0.000	0.000	0.000	2.075	0.000	0.000
k141_16147.concoct_part_0	0.000	0.000	1.394	0.412	0.208	0.000
k141_40061.concoct_part_0	0.000	0.000	1.606	0.000	0.000	0.000
k141_5086.concoct_part_0	0.000	0.000	0.000	2.050	0.000	0.000
k141_33530.concoct_part_0	0.000	0.253	2.437	0.000	0.437	0.000
k141_35727.concoct_part_0	1.096	0.455	0.000	0.000	0.000	0.000
k141_26959.concoct_part_0	0.677	0.537	0.000	0.058	1.462	0.213
k141_11750.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.982
k141_48760.concoct_part_0	0.000	0.000	2.160	0.000	0.000	0.000
k141_24830.concoct_part_0	0.000	0.000	1.741	0.000	0.000	0.000
k141_2967.concoct_part_0	0.858	1.736	0.000	0.570	0.116	0.275
k141_50928.concoct_part_0	0.000	0.000	2.002	0.000	0.000	0.000
k141_33531.concoct_part_0	0.000	0.898	0.000	0.000	1.736	0.000
k141_42280.concoct_part_0	0.783	1.791	0.000	0.000	0.583	0.327
k141_31326.concoct_part_0	1.642	0.510	0.000	0.776	0.000	0.000
k141_9388.concoct_part_0	0.000	0.000	3.556	0.026	0.000	0.053
k141_24831.concoct_part_0	0.317	1.456	0.644	0.175	0.485	0.000
k141_5087.concoct_part_0	0.000	0.000	0.000	0.368	1.473	0.737
k141_2968.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.776
k141_40062.concoct_part_0	0.000	0.000	1.728	0.000	0.000	0.000
k141_11751.concoct_part_0	0.000	0.000	0.000	2.503	0.000	0.000
k141_20385.concoct_part_0	0.155	0.000	2.524	0.000	0.000	0.000
k141_31327.concoct_part_0	0.000	1.731	0.000	0.000	0.000	0.000
k141_50929.concoct_part_0	0.000	0.423	0.000	0.612	0.098	0.089
k141_22611.concoct_part_0	1.253	0.000	0.000	2.094	0.000	0.000
k141_42281.concoct_part_0	3.802	0.000	0.000	0.000	0.000	0.000
k141_20386.concoct_part_0	0.000	0.000	1.970	0.000	0.000	0.000
k141_2969.concoct_part_0	1.975	0.000	0.000	0.000	0.000	0.000
k141_44411.concoct_part_0	3.415	0.123	0.000	0.560	0.000	0.000
k141_33532.concoct_part_0	0.000	0.000	2.329	0.000	0.000	0.000
k141_31328.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.304
k141_40063.concoct_part_0	0.263	1.936	0.000	0.000	0.162	0.000
k141_24832.concoct_part_0	2.785	0.000	0.000	0.000	0.000	0.000
k141_5088.concoct_part_0	0.000	1.758	0.000	0.000	0.000	0.000
k141_37899.concoct_part_0	0.374	0.205	3.000	0.197	0.898	0.000
k141_11752.concoct_part_0	0.000	0.000	3.186	0.253	0.352	0.000
k141_44412.concoct_part_0	0.000	0.000	0.000	0.000	3.286	0.000
k141_46582.concoct_part_0	0.421	2.743	0.037	0.154	1.427	1.358
k141_40064.concoct_part_0	0.000	0.000	0.000	0.000	3.505	0.000
k141_13964.concoct_part_0	3.732	0.633	0.000	0.590	0.000	0.361
k141_22612.concoct_part_0	1.660	0.351	0.000	0.918	0.000	0.247
k141_29156.concoct_part_0	0.247	1.545	0.000	0.000	1.096	1.176
k141_50930.concoct_part_0	1.146	0.000	0.000	0.000	0.259	0.000
k141_20387.concoct_part_0	0.000	0.000	0.000	0.000	1.763	0.000
k141_24833.concoct_part_0	2.029	0.000	0.000	0.000	0.000	0.000
k141_35728.concoct_part_0	0.340	1.857	0.000	0.000	0.000	0.000
k141_9389.concoct_part_0	0.000	0.000	0.000	0.000	2.707	0.000
k141_37900.concoct_part_0	0.000	0.000	2.318	0.000	0.000	0.000
k141_46583.concoct_part_0	0.000	0.000	0.000	2.429	0.000	0.000
k141_33533.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.877
k141_40065.concoct_part_0	0.000	2.273	0.000	0.000	0.000	0.000
k141_44413.concoct_part_0	0.000	1.245	0.145	0.000	1.488	0.000
k141_26960.concoct_part_0	0.000	1.406	0.000	0.114	1.470	0.929
k141_2970.concoct_part_0	0.000	0.000	1.244	0.380	0.225	0.000
k141_42282.concoct_part_0	0.165	3.635	0.000	0.000	0.000	0.396
k141_881.concoct_part_0	0.112	0.053	3.785	0.013	0.717	0.000
k141_7332.concoct_part_0	0.550	1.883	0.000	0.151	0.000	0.388
k141_31329.concoct_part_0	0.000	0.208	1.337	0.453	0.000	0.108
k141_33534.concoct_part_0	0.000	0.000	0.000	0.000	2.848	0.000
k141_9390.concoct_part_0	0.000	0.000	2.019	0.000	0.000	0.000
k141_37901.concoct_part_0	0.828	0.485	0.000	2.008	0.000	0.000
k141_22613.concoct_part_0	0.000	0.000	0.000	0.000	2.737	0.000
k141_11753.concoct_part_0	0.293	0.000	0.000	1.980	0.000	0.000
k141_2971.concoct_part_0	0.000	0.000	1.888	0.000	0.422	0.000
k141_44414.concoct_part_0	0.000	1.291	0.000	0.000	0.000	0.000
k141_26961.concoct_part_0	0.000	0.000	1.327	0.338	0.000	0.000
k141_46584.concoct_part_0	3.564	0.000	0.000	0.387	0.000	0.000
k141_5089.concoct_part_0	0.834	0.932	0.000	0.966	0.000	0.000
k141_24834.concoct_part_0	2.109	0.559	0.000	0.000	0.000	0.000
k141_9391.concoct_part_0	1.796	0.000	0.000	0.818	0.000	0.000
k141_40066.concoct_part_0	0.000	1.152	0.821	0.000	0.000	0.270
k141_37902.concoct_part_0	0.000	0.211	0.000	0.371	0.870	0.000
k141_31330.concoct_part_0	0.000	0.000	0.000	0.000	1.206	0.000
k141_11754.concoct_part_0	0.000	0.000	4.012	0.000	0.000	0.000
k141_50931.concoct_part_0	0.000	0.000	1.454	0.521	0.000	0.000
k141_13965.concoct_part_0	0.000	0.000	1.618	0.000	0.000	0.000
k141_9392.concoct_part_0	0.000	0.000	0.000	0.212	0.947	1.412
k141_24835.concoct_part_0	0.000	0.000	1.911	0.000	0.000	0.000
k141_2972.concoct_part_0	0.762	0.000	0.000	0.000	1.064	0.000
k141_40067.concoct_part_0	4.026	0.000	0.000	0.000	0.000	0.000
k141_11755.concoct_part_0	2.241	0.000	0.000	0.000	0.000	0.000
k141_48761.concoct_part_0	2.937	1.066	0.000	1.856	0.749	0.443
k141_46585.concoct_part_0	0.000	2.915	0.000	0.000	0.000	0.000
k141_9393.concoct_part_0	1.087	0.399	0.000	0.000	0.000	0.799
k141_33535.concoct_part_0	0.000	0.000	0.000	0.000	2.833	0.000
k141_5090.concoct_part_0	0.000	0.000	2.909	0.000	0.000	0.000
k141_7333.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.218
k141_16148.concoct_part_0	1.970	1.302	0.000	0.662	0.000	0.295
k141_24836.concoct_part_0	0.000	1.745	0.000	0.000	0.101	0.000
k141_18038.concoct_part_0	0.000	0.923	0.000	0.000	1.458	0.311
k141_44415.concoct_part_0	3.127	0.000	0.000	0.000	0.000	0.000
k141_40068.concoct_part_0	0.000	0.000	1.416	0.000	0.000	0.000
k141_22614.concoct_part_0	0.000	2.094	0.000	0.000	0.068	0.000
k141_11756.concoct_part_0	2.100	0.000	0.000	0.000	0.000	0.000
k141_26962.concoct_part_0	1.589	0.000	0.000	0.000	0.000	0.000
k141_48762.concoct_part_0	0.788	0.000	0.526	0.000	0.000	0.000
k141_50932.concoct_part_0	0.000	0.841	0.506	0.000	1.511	0.000
k141_33536.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.876
k141_13966.concoct_part_0	0.000	0.000	1.753	0.000	0.000	0.000
k141_29157.concoct_part_0	3.774	0.384	0.000	1.478	0.000	0.000
k141_20388.concoct_part_0	2.830	0.233	0.000	0.300	0.000	0.000
k141_46587.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.600
k141_2973.concoct_part_0	0.822	0.000	0.000	0.000	0.985	0.000
k141_9394.concoct_part_0	0.000	0.000	2.232	0.697	0.000	0.000
k141_882.concoct_part_0	2.452	0.117	0.000	0.474	0.000	0.000
k141_40069.concoct_part_0	0.000	0.000	0.000	1.874	0.000	0.000
k141_22615.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.641
k141_24837.concoct_part_0	1.773	0.000	0.000	0.000	0.000	0.000
k141_11757.concoct_part_0	0.000	0.000	1.512	0.000	0.621	0.000
k141_16149.concoct_part_0	0.623	0.000	0.000	1.631	0.315	0.000
k141_33537.concoct_part_0	0.000	0.000	1.807	0.000	0.000	0.000
k141_44416.concoct_part_0	0.000	0.279	1.714	0.214	0.279	0.212
k141_2974.concoct_part_0	0.000	0.000	1.567	0.000	0.000	0.000
k141_24838.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.812
k141_29158.concoct_part_0	0.000	1.632	0.000	0.614	0.000	0.307
k141_40070.concoct_part_0	0.000	0.000	0.000	1.777	0.000	0.000
k141_26963.concoct_part_0	3.092	0.000	0.000	0.256	0.000	0.000
k141_20389.concoct_part_0	0.000	0.000	0.000	1.655	0.000	0.000
k141_46588.concoct_part_0	1.967	0.000	0.000	0.702	0.000	0.000
k141_50933.concoct_part_0	0.000	0.000	1.973	0.000	0.000	0.000
k141_11758.concoct_part_0	1.013	0.000	0.000	1.607	0.000	0.304
k141_31331.concoct_part_0	0.000	0.000	0.000	0.104	2.700	0.092
k141_42283.concoct_part_0	4.772	0.419	0.082	1.006	0.000	0.135
k141_18039.concoct_part_0	0.000	0.000	0.000	0.000	2.481	0.000
k141_35729.concoct_part_0	0.227	2.468	0.016	0.065	0.371	0.707
k141_24839.concoct_part_0	1.498	0.000	0.000	0.000	0.000	0.000
k141_20390.concoct_part_0	0.000	0.000	1.239	0.000	0.000	0.000
k141_13967.concoct_part_0	0.000	0.000	0.000	3.621	0.000	0.000
k141_33538.concoct_part_0	0.000	0.000	1.665	0.000	0.000	0.000
k141_883.concoct_part_0	3.390	0.000	0.000	0.000	0.000	0.000
k141_44417.concoct_part_0	0.000	0.092	1.904	0.000	0.000	0.000
k141_46589.concoct_part_0	1.594	0.000	0.000	0.000	0.328	0.000
k141_37903.concoct_part_0	1.493	0.205	0.000	0.855	0.460	0.179
k141_35730.concoct_part_0	0.000	0.000	0.000	0.000	2.656	0.000
k141_5091.concoct_part_0	0.000	0.000	2.382	0.000	0.000	0.053
k141_18040.concoct_part_0	0.000	0.000	0.000	0.000	0.000	0.000
k141_42284.concoct_part_0	0.000	1.549	0.000	0.000	0.000	0.000
k141_26964.concoct_part_0	1.249	0.000	0.000	0.892	0.000	0.000
k141_13968.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.741
k141_44418.concoct_part_0	2.616	0.000	0.000	0.000	0.000	0.000
k141_20391.concoct_part_0	0.000	0.000	0.000	2.043	0.000	0.000
k141_22616.concoct_part_0	0.000	0.301	2.141	0.000	1.003	0.000
k141_884.concoct_part_0	0.659	1.525	0.000	0.000	0.000	0.000
k141_11759.concoct_part_0	0.000	0.000	2.617	0.437	0.000	0.000
k141_2975.concoct_part_0	0.000	0.000	0.000	0.000	1.970	0.000
k141_50934.concoct_part_0	0.000	0.000	1.479	0.510	0.158	0.000
k141_35731.concoct_part_0	0.000	0.000	2.051	0.000	0.000	0.000
k141_37904.concoct_part_0	0.000	0.000	2.384	0.000	0.000	0.000
k141_26965.concoct_part_0	0.000	0.000	1.749	0.000	0.000	0.000
k141_40071.concoct_part_0	2.532	0.000	0.000	1.027	0.000	0.000
k141_33539.concoct_part_0	0.000	0.000	1.407	0.205	0.000	0.000
k141_20392.concoct_part_0	0.000	0.000	0.000	3.265	0.000	0.000
k141_13970.concoct_part_0	0.000	0.000	0.000	0.000	2.131	0.000
k141_9395.concoct_part_0	0.316	0.000	0.476	0.300	1.383	0.102
k141_885.concoct_part_0	0.000	0.000	1.690	0.000	0.000	0.000
k141_46590.concoct_part_0	0.000	0.000	0.000	0.000	1.826	0.000
k141_42285.concoct_part_0	2.232	0.000	0.000	0.531	0.000	0.417
k141_24840.concoct_part_0	0.584	1.206	0.000	0.000	0.000	0.000
k141_11760.concoct_part_0	0.000	0.000	1.748	0.000	0.137	0.000
k141_40072.concoct_part_0	0.000	0.000	1.347	0.000	0.000	0.000
k141_31332.concoct_part_0	0.000	0.000	3.418	0.000	0.000	0.000
k141_29159.concoct_part_0	0.000	0.000	2.259	0.233	0.000	0.000
k141_9396.concoct_part_0	1.166	0.000	0.000	0.928	0.000	0.000
k141_44419.concoct_part_0	1.360	0.000	0.000	0.910	0.000	0.820
k141_42286.concoct_part_0	0.000	0.000	0.000	0.000	2.084	0.000
k141_5092.concoct_part_0	2.151	0.000	0.000	0.000	0.000	0.000
k141_46591.concoct_part_0	0.000	0.498	0.000	0.498	0.498	0.498
k141_35732.concoct_part_0	0.000	0.000	2.151	0.705	0.000	0.000
k141_26966.concoct_part_0	0.000	0.000	0.000	0.000	2.265	0.000
k141_20393.concoct_part_0	0.779	1.463	0.000	0.564	0.000	0.171
k141_11761.concoct_part_0	0.000	0.663	0.678	0.554	0.000	0.000
k141_18041.concoct_part_0	0.000	0.000	1.798	0.000	0.000	0.000
k141_24841.concoct_part_0	0.000	2.188	0.000	0.873	0.301	0.000
k141_37905.concoct_part_0	0.546	0.000	0.000	1.569	0.390	0.169
k141_35733.concoct_part_0	0.000	0.000	1.748	0.000	0.000	0.000
k141_46592.concoct_part_0	2.481	0.959	0.000	0.000	0.000	0.000
k141_50935.concoct_part_0	3.056	1.069	0.000	0.499	0.000	0.000
k141_31333.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.905
k141_20394.concoct_part_0	0.000	0.000	1.309	0.000	0.000	0.000
k141_16150.concoct_part_0	2.486	0.342	0.000	1.163	0.000	0.000
k141_11762.concoct_part_0	0.000	0.000	2.674	0.000	0.000	0.000
k141_13971.concoct_part_0	0.000	0.000	3.134	0.474	0.000	0.000
k141_2976.concoct_part_0	0.822	0.876	0.000	2.002	0.000	0.336
k141_18042.concoct_part_0	0.000	0.000	1.647	0.000	0.000	0.000
k141_24842.concoct_part_0	0.000	0.000	0.904	1.255	0.000	0.000
k141_35734.concoct_part_0	0.000	0.000	0.000	0.000	2.231	0.000
k141_9397.concoct_part_0	1.998	0.277	0.000	2.212	0.000	0.000
k141_5093.concoct_part_0	0.000	0.000	0.000	1.250	0.000	0.000
k141_886.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.953
k141_44420.concoct_part_0	1.725	0.000	0.000	0.000	0.000	0.000
k141_46593.concoct_part_0	1.821	0.000	0.000	0.000	0.000	0.000
k141_31334.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.853
k141_50936.concoct_part_0	0.000	0.000	1.168	0.000	0.000	0.000
k141_2977.concoct_part_0	0.000	0.000	0.000	2.644	0.000	0.000
k141_11763.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.163
k141_24843.concoct_part_0	0.000	1.953	0.000	0.000	0.000	0.000
k141_5094.concoct_part_0	0.000	0.000	1.761	0.000	0.000	0.000
k141_40073.concoct_part_0	0.000	0.000	2.108	0.193	0.000	0.000
k141_20395.concoct_part_0	0.798	0.000	0.000	0.986	0.000	0.000
k141_887.concoct_part_0	0.000	0.460	0.000	0.000	0.000	3.799
k141_16151.concoct_part_0	2.637	0.248	0.000	0.333	0.000	0.000
k141_26967.concoct_part_0	3.703	0.000	0.000	0.000	0.000	0.000
k141_11764.concoct_part_0	0.000	0.000	1.860	0.000	0.000	0.000
k141_24844.concoct_part_0	0.000	3.744	0.000	0.000	0.000	0.000
k141_44421.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.907
k141_13972.concoct_part_0	2.411	0.000	0.099	0.684	0.961	0.563
k141_46594.concoct_part_0	0.000	0.323	0.000	0.000	1.171	0.000
k141_18044.concoct_part_0	0.000	0.000	0.923	0.000	0.751	0.000
k141_50937.concoct_part_0	0.000	0.368	0.000	1.903	0.000	0.000
k141_48763.concoct_part_0	0.000	0.000	0.000	3.307	0.000	0.000
k141_31335.concoct_part_0	0.000	0.000	2.902	0.000	0.000	0.000
k141_35735.concoct_part_0	0.000	1.794	0.000	0.000	0.784	0.000
k141_2978.concoct_part_0	0.000	0.000	2.670	0.118	0.000	0.000
k141_9398.concoct_part_0	0.000	0.000	2.981	0.000	0.000	0.000
k141_42287.concoct_part_0	0.000	2.115	0.000	0.000	0.355	0.000
k141_11765.concoct_part_0	0.000	0.000	0.000	0.000	2.135	0.000
k141_37906.concoct_part_0	3.449	0.383	0.045	0.288	0.537	0.222
k141_40074.concoct_part_0	3.167	0.000	0.000	0.690	0.289	0.000
k141_888.concoct_part_0	0.000	0.000	1.864	0.000	0.000	0.000
k141_16152.concoct_part_0	0.000	0.000	2.100	0.000	0.000	0.000
k141_33540.concoct_part_0	0.643	0.611	0.000	0.000	1.814	0.703
k141_24845.concoct_part_0	0.000	0.000	2.052	0.000	0.000	0.000
k141_26968.concoct_part_0	2.298	0.000	0.000	0.000	0.000	0.625
k141_13973.concoct_part_0	0.000	1.765	0.000	0.000	0.355	0.000
k141_48764.concoct_part_0	0.000	0.765	0.000	0.000	1.226	0.000
k141_7334.concoct_part_0	0.287	1.349	0.000	0.000	1.668	0.279
k141_46595.concoct_part_0	0.559	0.000	0.000	1.244	0.000	0.129
k141_889.concoct_part_0	0.869	1.050	0.000	0.000	0.170	0.000
k141_20396.concoct_part_0	0.000	0.000	0.000	0.162	0.000	2.114
k141_29160.concoct_part_0	2.096	1.740	0.000	0.624	2.393	0.077
k141_26969.concoct_part_0	0.000	0.349	1.965	0.000	0.000	0.000
k141_9399.concoct_part_0	0.000	0.000	1.412	0.000	0.000	0.000
k141_24846.concoct_part_0	0.000	0.000	1.243	0.000	0.000	0.000
k141_50938.concoct_part_0	0.000	0.000	1.906	0.246	0.000	0.000
k141_48765.concoct_part_0	0.000	1.015	0.165	0.000	0.841	0.380
k141_42288.concoct_part_0	1.705	0.000	0.000	0.000	1.281	0.000
k141_40075.concoct_part_0	0.000	1.444	0.000	0.000	0.000	0.809
k141_46596.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.510
k141_33541.concoct_part_0	0.000	0.000	1.988	0.000	0.000	0.000
k141_16153.concoct_part_0	1.984	0.000	0.000	0.000	0.000	0.000
k141_7335.concoct_part_0	0.000	0.000	1.166	0.000	0.000	0.000
k141_20397.concoct_part_0	0.000	0.000	1.787	0.000	0.000	0.000
k141_31336.concoct_part_0	0.000	0.000	2.054	0.000	0.000	0.000
k141_37907.concoct_part_0	0.000	2.135	0.000	0.000	0.227	0.000
k141_50939.concoct_part_0	4.873	0.366	0.000	1.183	0.000	0.000
k141_26970.concoct_part_0	0.000	0.000	2.713	0.000	0.000	0.000
k141_48766.concoct_part_0	2.303	0.354	0.000	0.847	0.000	0.000
k141_2979.concoct_part_0	3.255	0.129	0.000	0.000	0.000	0.000
k141_18045.concoct_part_0	0.000	0.000	1.188	0.000	0.374	0.000
k141_11766.concoct_part_0	0.156	1.233	0.000	0.000	1.106	1.240
k141_13974.concoct_part_0	0.000	0.000	1.802	0.000	0.000	0.000
k141_24847.concoct_part_0	0.000	0.000	2.725	0.000	0.000	0.000
k141_46597.concoct_part_0	0.000	1.466	0.000	0.000	0.489	0.000
k141_5095.concoct_part_0	1.714	0.664	0.000	0.000	0.353	0.119
k141_29161.concoct_part_0	0.000	0.000	0.000	3.064	0.000	0.000
k141_9400.concoct_part_0	1.447	0.165	0.000	0.000	0.401	0.105
k141_890.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.258
k141_33542.concoct_part_0	0.644	1.513	0.000	1.052	0.000	0.000
k141_22617.concoct_part_0	0.000	0.000	0.000	4.147	0.000	0.000
k141_40076.concoct_part_0	1.306	0.856	0.000	0.000	0.655	1.302
k141_48767.concoct_part_0	0.000	1.658	0.000	0.000	0.000	0.000
k141_50940.concoct_part_0	0.000	1.973	0.000	0.000	0.214	0.000
k141_24848.concoct_part_0	0.000	1.038	0.000	0.000	0.447	0.852
k141_11768.concoct_part_0	0.000	0.000	1.159	0.000	0.000	0.000
k141_46598.concoct_part_0	1.803	0.000	0.000	0.000	0.000	0.000
k141_16154.concoct_part_0	1.640	0.527	0.000	0.381	0.000	0.000
k141_37908.concoct_part_0	0.000	2.115	0.000	0.000	0.000	0.257
